Study Hours,Attendance,Marks
10.23,63.36,78.64
3.96,99.01,65.84
13.08,99.74,100.0
13.41,80.0,100.0
3.75,62.66,49.9
11.32,69.22,90.18
5.01,74.1,61.31
12.24,68.92,92.06
14.96,67.63,100.0
1.42,98.75,51.08
13.56,61.9,100.0
9.72,88.0,95.44
14.63,55.02,96.79
7.51,81.83,86.07
12.86,96.22,100.0
1.87,67.96,51.0
5.69,63.35,56.93
1.94,84.33,41.72
14.65,87.07,100.0
12.44,85.96,100.0
12.94,69.37,99.53
14.13,66.35,100.0
2.19,98.02,59.79
6.4,96.55,77.71
1.99,75.58,46.25
3.95,93.08,70.5
4.21,75.35,59.65
7.57,74.1,77.94
4.76,62.05,53.67
2.41,74.19,47.45
3.34,79.18,50.55
3.06,56.01,41.47
14.62,74.99,94.0
11.63,90.16,100.0
14.55,85.6,100.0
7.16,83.58,80.39
4.9,95.93,71.11
12.18,55.81,90.52
5.57,80.07,56.97
5.19,90.43,70.89
4.26,79.36,52.56
2.82,69.58,42.82
4.59,61.13,52.58
5.97,94.94,83.72
10.44,76.18,92.13
1.88,94.52,56.73
3.95,81.36,60.32
12.33,85.34,100.0
3.06,91.19,58.16
5.8,84.66,73.45
13.11,72.91,95.06
3.17,78.11,57.87
2.16,91.14,54.42
7.78,71.81,78.95
5.23,72.47,67.21
8.89,59.31,65.73
12.25,96.16,100.0
2.92,59.1,39.87
9.13,84.17,78.67
8.08,73.59,72.02
3.02,73.25,63.92
9.74,85.58,94.52
4.83,58.02,62.75
7.83,81.72,84.15
2.15,89.74,51.92
7.43,92.27,81.4
5.29,62.67,60.73
12.51,95.38,100.0
1.8,84.53,48.37
6.86,94.68,74.09
7.42,76.84,91.95
11.15,79.39,94.74
9.04,96.36,91.75
10.34,95.5,100.0
11.88,75.17,95.76
13.07,67.35,99.64
5.39,72.69,69.75
8.53,72.45,78.26
12.76,67.91,91.95
14.85,67.09,100.0
13.45,93.75,100.0
6.2,58.14,67.19
3.73,85.49,67.26
7.85,62.78,71.18
11.38,70.5,85.77
7.9,57.77,62.24
7.76,67.15,72.47
12.74,89.58,100.0
6.06,94.83,75.84
13.04,64.97,95.27
6.7,75.86,68.44
5.6,76.16,65.94
7.36,94.31,72.02
11.67,89.33,97.53
2.76,78.09,49.73
3.75,85.18,67.38
14.32,93.13,100.0
3.46,55.43,45.9
8.95,73.13,82.44
9.11,95.83,99.95
7.85,88.31,89.74
10.03,79.43,89.56
4.22,78.83,58.13
8.74,70.65,75.69
6.21,78.42,69.06
10.26,84.49,91.39
2.98,73.83,54.57
8.99,87.14,90.63
3.59,93.76,67.81
4.9,61.96,61.78
4.06,75.32,67.28
3.56,73.36,55.1
12.56,85.94,100.0
5.0,66.24,56.36
13.98,83.81,100.0
14.58,94.49,100.0
9.0,73.82,86.94
3.0,96.0,63.48
6.24,99.69,77.72
12.17,59.77,83.76
6.14,65.49,63.26
2.22,97.77,67.64
8.79,98.12,91.49
12.83,59.4,97.78
12.14,55.67,92.77
3.45,62.25,46.96
10.42,99.82,100.0
4.09,63.1,37.44
4.05,77.61,52.97
13.24,93.18,100.0
4.5,55.92,46.34
4.69,82.2,66.21
1.01,67.47,40.23
13.19,93.81,100.0
12.1,67.76,97.34
9.78,85.9,87.11
11.5,85.34,94.1
3.13,64.97,50.11
7.42,56.57,62.21
5.92,73.42,58.44
2.31,68.01,50.43
7.81,91.4,91.71
13.89,91.02,100.0
1.56,75.57,46.52
5.08,82.29,69.68
3.91,82.19,67.47
4.33,92.22,64.57
13.72,74.13,100.0
7.55,67.4,72.84
7.53,66.93,75.67
11.65,79.13,98.74
3.16,75.21,59.9
7.82,74.81,77.63
7.02,59.1,57.23
9.36,87.34,97.71
14.99,64.62,100.0
11.77,63.86,97.06
6.57,73.57,69.19
12.59,65.25,100.0
3.39,81.27,63.26
1.43,71.72,45.14
3.86,75.2,59.45
5.77,79.17,70.53
8.15,64.16,62.75
9.61,62.01,79.66
13.75,94.62,100.0
8.14,74.52,78.8
8.02,73.54,71.15
1.7,56.6,30.89
1.49,77.41,54.17
8.72,79.94,88.9
7.13,80.15,75.73
12.75,86.82,100.0
3.25,62.99,46.5
1.35,66.35,42.77
7.29,91.48,78.79
4.32,97.62,75.4
1.69,61.12,37.77
11.14,77.39,92.32
2.56,64.64,45.24
9.52,57.7,73.48
4.93,69.65,61.14
3.43,61.47,45.19
6.32,86.95,77.4
12.22,79.02,100.0
6.49,61.47,59.59
11.51,55.42,84.61
2.76,91.37,61.77
11.82,62.93,88.38
4.32,82.28,65.05
10.48,70.16,90.28
8.92,81.35,90.69
14.01,69.2,100.0
6.42,58.91,56.85
1.93,65.03,40.61
1.27,63.46,33.23
12.58,74.26,100.0
8.35,84.62,78.23
11.85,66.87,100.0
4.28,55.54,55.66
5.83,78.35,68.39
1.42,82.26,52.57
14.46,98.33,100.0
10.35,81.53,100.0
14.06,76.2,100.0
4.72,80.8,63.38
9.56,96.76,86.9
10.5,92.28,100.0
5.45,69.53,56.46
12.87,65.68,97.71
14.26,66.82,100.0
13.39,77.7,100.0
11.35,88.48,96.95
4.88,77.64,64.37
4.94,58.05,47.33
14.49,87.56,100.0
1.14,91.27,54.67
11.02,68.03,100.0
10.89,84.89,99.27
9.72,74.2,81.1
14.86,95.01,100.0
5.37,93.04,73.51
5.76,78.64,66.37
2.11,86.12,58.1
7.2,94.75,84.46
4.65,77.31,66.47
5.81,69.1,62.01
12.68,88.91,100.0
14.1,64.9,100.0
3.6,72.48,49.39
6.22,93.96,88.94
14.0,87.6,100.0
1.87,73.17,42.22
2.29,64.66,40.66
3.28,71.02,64.45
9.33,67.78,89.59
3.11,62.92,54.46
14.55,88.45,100.0
7.25,66.34,81.57
8.02,75.44,79.67
4.45,72.36,63.33
7.59,99.19,88.46
10.27,72.6,87.39
11.52,58.6,85.62
11.55,59.04,86.24
9.09,81.58,89.29
13.66,81.97,100.0
12.44,73.84,98.98
11.6,74.43,100.0
1.78,57.43,22.77
1.1,78.24,47.15
3.97,77.71,62.32
10.29,61.73,88.05
6.76,59.67,63.3
6.63,60.56,64.49
13.38,59.55,100.0
13.54,82.44,100.0
13.73,63.84,99.06
5.39,66.31,61.46
10.67,62.81,93.17
4.8,98.1,62.45
3.67,93.46,61.62
3.58,65.37,57.94
5.79,69.74,69.28
7.02,64.45,69.93
12.63,77.13,99.49
2.68,55.88,36.92
11.29,85.21,96.09
8.44,78.54,89.21
5.03,95.44,69.73
7.9,62.4,71.2
5.2,91.18,67.82
9.35,90.64,96.26
7.07,60.72,63.04
3.3,72.94,52.49
2.63,62.66,36.07
8.65,66.46,68.43
13.63,66.85,100.0
5.82,80.03,62.47
11.26,73.51,100.0
10.22,97.65,89.62
14.04,60.69,96.55
12.49,98.82,100.0
8.93,65.38,75.53
10.2,89.78,90.36
13.58,70.25,98.22
6.59,61.44,58.73
5.58,93.61,73.24
1.15,68.9,49.97
12.57,84.65,100.0
12.21,80.49,100.0
2.46,76.23,52.96
9.08,77.31,89.61
7.5,87.95,67.45
2.66,58.95,41.26
14.73,85.07,100.0
4.01,95.31,64.83
1.94,57.6,47.32
9.33,61.33,84.72
11.34,87.25,98.0
1.45,74.68,42.09
10.22,73.16,82.62
8.45,61.16,69.69
2.45,77.8,44.97
3.42,60.69,49.57
8.95,76.45,75.7
5.15,89.36,73.45
14.14,66.62,100.0
12.46,76.64,92.32
14.77,99.64,100.0
4.64,85.9,68.69
14.58,92.86,100.0
7.04,73.67,68.23
5.87,89.55,77.22
1.7,56.82,42.57
1.74,60.53,38.47
10.69,64.14,95.52
7.41,73.09,73.82
4.17,93.06,73.09
9.6,70.58,84.73
4.54,84.46,67.86
9.09,86.92,80.54
6.03,81.38,72.69
12.53,71.08,94.51
12.49,80.97,98.7
7.68,70.4,82.34
5.91,58.77,57.88
6.08,99.68,75.2
12.28,60.72,89.97
5.59,58.26,50.6
3.93,94.53,74.07
2.19,68.58,41.74
7.53,84.26,82.45
7.75,69.81,80.43
12.77,72.62,97.67
4.1,66.8,56.54
6.33,70.44,61.74
12.32,73.48,100.0
12.53,87.42,100.0
6.38,78.02,69.97
7.43,97.46,82.0
5.25,56.88,54.1
14.06,77.64,100.0
2.66,81.29,63.71
14.07,96.41,100.0
10.57,57.21,82.15
8.44,80.81,82.52
1.46,93.41,53.41
7.66,65.89,70.69
6.71,94.43,80.18
3.26,55.86,48.58
10.19,87.96,97.97
14.6,96.99,100.0
8.87,84.57,71.47
11.01,74.76,93.91
1.96,57.02,30.02
6.85,96.41,85.67
2.63,76.16,58.6
9.58,56.3,71.42
14.14,86.04,100.0
10.26,76.68,86.67
2.08,60.6,46.85
5.97,64.64,62.62
8.71,57.9,81.14
6.64,80.84,75.71
12.67,82.99,100.0
12.41,77.76,100.0
9.57,91.77,97.8
6.23,93.75,69.33
4.57,82.7,64.65
2.48,55.57,39.85
5.97,86.29,76.61
6.78,73.81,69.89
10.46,80.45,87.34
10.21,84.21,93.21
1.98,70.76,39.87
6.53,96.27,71.18
3.54,61.03,51.87
3.2,85.22,61.48
12.58,55.2,92.84
1.59,96.61,62.75
6.87,60.06,61.05
3.35,59.27,39.25
13.31,69.99,100.0
8.8,71.81,78.16
4.24,64.64,49.31
8.03,81.33,80.44
11.24,74.93,90.61
14.41,56.54,91.16
4.09,69.38,52.92
13.41,91.47,100.0
14.08,86.04,100.0
13.83,87.62,100.0
9.9,86.42,98.24
9.82,68.99,91.6
6.64,59.48,66.36
11.53,67.26,83.54
8.44,92.43,95.93
10.48,99.12,100.0
7.0,77.22,73.7
11.24,55.44,90.54
12.54,61.3,90.61
3.05,69.49,40.67
12.66,81.04,100.0
8.56,58.38,80.66
12.83,97.45,100.0
7.04,71.43,70.9
6.31,96.07,79.74
13.81,90.12,100.0
4.52,88.99,64.86
12.82,82.3,100.0
7.78,83.21,77.67
8.2,83.71,75.73
5.32,83.29,69.31
9.02,79.92,90.44
5.55,99.39,81.81
1.55,87.95,47.68
4.81,89.96,62.77
1.09,94.26,51.16
14.7,64.7,100.0
14.52,58.77,100.0
6.53,76.73,74.55
11.2,78.13,99.5
5.84,92.31,77.47
10.4,74.97,90.06
12.28,80.69,100.0
14.25,78.72,100.0
6.6,56.72,54.3
11.97,82.68,100.0
4.72,92.26,75.93
14.86,62.09,99.78
1.36,81.74,51.79
9.45,81.71,96.51
10.23,62.39,82.35
10.63,60.56,79.35
2.69,99.1,63.59
14.14,72.72,100.0
3.54,65.23,47.22
9.72,62.71,82.11
4.12,85.04,55.09
5.3,82.43,60.5
8.65,83.96,85.33
6.84,58.96,63.57
3.24,95.21,65.54
3.39,72.52,62.6
6.85,69.1,69.34
11.6,75.81,98.9
13.57,72.55,99.26
2.18,93.86,61.66
6.5,96.82,78.29
2.4,68.66,46.7
1.23,93.88,52.56
10.26,90.17,100.0
9.43,96.89,89.06
3.28,66.06,38.02
4.27,80.96,60.78
1.33,67.35,42.68
12.69,92.08,100.0
14.65,55.24,100.0
2.9,80.42,56.88
4.24,70.26,53.52
13.16,69.52,88.92
13.97,84.02,100.0
6.87,93.32,86.17
1.71,82.41,47.79
1.55,93.39,54.6
9.04,66.91,80.74
6.5,78.38,66.61
1.4,75.27,47.76
9.17,55.52,81.78
1.16,80.06,44.96
12.02,84.77,96.86
5.29,81.64,66.94
1.56,88.13,40.76
9.24,80.71,88.22
6.57,58.0,64.1
14.63,60.24,100.0
8.62,81.84,83.04
4.85,67.37,60.0
10.93,58.58,79.65
4.8,74.33,59.39
13.66,79.94,100.0
6.25,69.79,65.15
8.7,87.42,85.67
1.71,83.97,52.02
6.97,69.98,66.7
12.65,88.97,100.0
12.28,84.19,100.0
4.14,83.69,60.89
4.17,79.9,61.18
12.44,55.51,90.17
14.03,86.34,100.0
2.34,71.92,47.03
7.3,97.42,83.46
5.72,91.81,73.62
13.19,81.45,100.0
2.17,66.35,42.22
3.96,64.17,62.02
11.53,70.32,88.27
1.72,76.45,45.42
7.9,68.32,71.7
7.19,78.17,73.8
5.68,62.44,57.97
6.52,99.0,83.51
8.42,59.86,63.47
3.26,96.94,69.95
9.01,96.11,96.26
12.28,78.64,94.49
11.64,87.62,90.68
3.15,74.62,48.2
3.09,83.35,55.91
4.75,70.33,71.84
6.06,68.55,67.27
6.72,81.02,65.06
10.52,77.42,87.84
1.79,81.08,49.24
1.49,67.9,42.65
6.49,71.51,61.62
10.76,58.78,82.51
3.71,57.35,43.63
9.98,66.41,77.59
4.64,58.34,53.66
13.41,59.67,100.0
13.54,91.58,100.0
5.16,56.75,57.06
4.22,84.65,60.94
6.76,67.27,71.0
4.37,94.22,70.49
10.41,76.82,91.15
12.56,68.75,94.14
10.42,78.29,88.78
12.54,72.19,99.17
6.56,80.39,85.19
3.19,60.15,47.53
11.33,99.86,100.0
6.05,74.15,63.15
10.4,70.67,84.87
4.79,86.96,78.31
2.14,71.38,44.38
14.9,92.5,100.0
3.19,75.44,51.78
14.84,87.38,100.0
14.68,59.84,100.0
12.11,93.08,100.0
10.23,88.11,92.01
9.09,64.53,86.0
13.13,61.54,100.0
5.05,69.23,63.83
7.55,98.92,91.14
9.67,66.56,83.93
6.76,75.53,81.64
6.98,56.35,63.32
5.62,72.88,67.44
8.9,80.71,77.6
12.91,97.89,100.0
3.82,78.25,52.23
14.08,91.86,100.0
10.65,79.62,80.28
12.53,56.84,89.04
8.79,69.18,63.55
11.91,80.9,95.86
1.23,97.78,52.57
12.46,93.66,100.0
1.56,65.28,42.43
13.46,64.9,95.58
14.89,64.05,100.0
5.12,96.51,73.93
3.94,93.37,66.6
11.72,89.87,97.5
4.54,72.67,54.1
13.12,77.7,100.0
2.44,75.89,50.38
2.76,66.4,47.41
14.71,77.73,100.0
10.43,56.37,82.28
12.86,60.93,81.21
5.54,94.9,76.46
10.47,88.83,89.52
9.32,74.03,78.78
9.44,78.27,82.3
10.56,71.65,85.29
9.06,88.34,82.57
7.01,90.29,81.2
4.86,89.35,61.93
11.76,87.52,100.0
4.17,64.2,64.13
10.69,70.21,81.92
4.27,76.14,57.98
9.75,69.89,71.1
11.46,88.97,100.0
4.06,69.82,58.43
1.84,61.22,43.41
2.83,72.96,51.03
9.48,99.1,100.0
12.89,65.16,100.0
1.63,82.55,57.98
11.28,74.48,91.02
5.78,58.2,50.73
7.7,76.95,74.94
14.0,86.6,100.0
5.65,78.09,69.54
7.51,94.24,78.79
1.19,68.0,39.59
2.14,58.88,44.34
4.62,97.15,71.17
1.39,72.02,38.23
9.84,80.94,95.54
6.97,90.64,70.77
8.67,69.59,76.53
3.45,87.23,60.63
5.14,61.09,56.34
10.29,68.11,86.42
14.51,61.51,100.0
1.71,91.51,54.1
13.47,65.02,98.0
9.08,87.28,86.99
8.89,97.45,90.14
8.0,78.75,83.33
1.97,79.3,46.28
2.26,75.75,53.4
9.41,69.67,81.99
5.77,76.4,64.46
13.84,82.13,100.0
6.69,99.37,79.51
3.01,97.2,66.82
11.01,93.8,100.0
5.11,95.01,70.06
8.36,76.05,82.45
10.77,84.58,98.87
13.6,95.28,100.0
12.09,72.68,100.0
10.47,98.28,100.0
10.51,73.71,83.79
14.24,82.05,100.0
5.14,86.94,62.16
1.02,97.78,58.71
4.81,66.01,59.2
4.05,88.58,58.67
10.27,78.44,89.93
9.87,67.09,82.51
9.31,89.95,98.04
1.23,79.85,42.5
11.2,84.74,97.08
5.53,69.53,50.73
10.31,76.66,98.56
8.79,82.78,80.0
5.8,73.22,67.24
2.88,63.93,45.88
2.32,98.27,60.26
12.64,78.02,100.0
13.86,88.03,100.0
10.1,73.5,88.49
2.45,70.98,51.01
6.63,73.32,71.45
11.21,73.41,97.82
11.92,79.49,97.02
2.66,79.46,58.38
1.0,77.37,49.24
10.97,61.07,90.79
5.99,77.32,65.32
4.56,62.61,53.28
1.18,60.68,37.44
8.56,96.97,84.45
12.92,82.22,100.0
14.41,84.68,100.0
8.92,73.08,82.56
8.2,95.9,86.08
2.19,83.71,46.17
8.68,89.61,85.21
6.32,71.59,68.49
9.5,98.2,99.97
6.44,91.92,78.98
4.36,93.43,70.27
2.33,62.75,41.34
5.41,67.19,63.12
2.35,67.85,53.11
3.48,67.19,54.5
14.82,93.49,100.0
7.22,56.43,65.77
8.45,58.42,63.93
13.23,67.33,94.59
14.94,63.99,100.0
9.16,65.43,78.45
12.37,90.91,100.0
5.58,80.34,76.44
5.28,55.26,57.66
6.64,74.32,76.64
10.42,73.35,89.23
10.55,60.13,78.78
5.41,85.43,69.49
2.86,86.59,53.6
9.85,87.44,100.0
2.8,87.78,61.83
9.1,55.0,75.6
10.71,97.93,100.0
10.81,91.64,89.76
11.55,95.68,100.0
13.22,55.7,87.4
8.0,97.02,88.47
11.22,91.44,100.0
9.67,92.67,97.99
3.61,59.2,48.8
1.36,88.25,57.65
4.98,98.2,71.01
7.2,85.53,82.33
9.64,80.68,89.35
12.9,97.55,100.0
3.75,74.93,51.61
2.76,81.97,54.02
14.49,76.44,100.0
2.51,96.98,63.37
7.7,58.42,61.87
9.2,77.55,84.06
8.58,85.91,95.94
2.2,90.64,56.9
1.8,81.24,47.97
2.48,95.9,62.79
9.2,97.39,98.5
8.62,57.89,69.77
4.27,73.11,60.43
9.93,56.06,76.03
12.48,69.82,100.0
1.58,79.16,48.34
7.97,95.99,90.27
10.65,93.09,96.0
4.53,60.74,48.92
5.31,59.19,60.86
9.59,81.52,88.32
13.57,78.95,100.0
12.34,66.99,93.66
9.16,95.48,98.05
11.22,96.73,100.0
6.11,73.12,66.42
9.97,95.06,100.0
7.53,72.28,79.64
3.66,88.16,59.76
10.82,76.42,100.0
8.79,60.52,75.78
6.02,96.76,73.27
13.76,75.43,100.0
1.29,88.05,48.58
5.42,71.52,65.04
1.8,55.85,36.69
11.73,59.52,88.79
10.83,77.33,88.25
5.64,86.05,76.17
10.46,70.06,81.55
6.54,86.3,70.32
11.59,86.44,100.0
7.36,86.68,88.15
6.77,77.16,70.68
14.09,96.17,100.0
4.51,77.01,66.44
2.69,75.26,55.14
9.18,63.97,76.35
14.57,68.84,100.0
6.29,56.91,48.86
1.87,83.51,49.78
5.75,66.18,67.73
8.08,68.69,69.14
3.27,89.69,64.68
10.21,69.72,81.18
14.97,65.9,100.0
7.32,62.61,71.46
5.97,89.87,71.47
6.61,60.84,64.32
2.61,75.42,48.69
13.37,77.81,100.0
6.81,85.93,78.18
6.42,83.5,74.14
10.24,91.48,100.0
7.19,57.01,67.76
10.08,68.34,81.09
1.86,67.61,42.67
12.39,61.57,92.37
14.17,68.01,100.0
10.08,68.94,97.51
14.36,78.48,100.0
3.12,84.87,47.85
7.68,72.15,71.78
9.43,87.38,81.15
9.14,70.13,79.14
6.62,68.06,57.2
5.73,79.35,63.98
2.78,56.07,34.31
6.48,58.59,63.64
3.28,73.81,53.29
11.28,97.43,100.0
3.92,87.47,62.83
1.82,58.97,31.61
8.73,93.08,92.78
9.33,87.95,100.0
13.21,82.49,100.0
9.08,91.91,89.22
5.84,73.18,58.64
12.24,64.97,89.15
8.56,78.04,84.11
2.11,79.7,55.76
8.92,79.22,85.53
13.71,80.43,100.0
6.55,97.69,85.13
5.15,95.6,76.08
3.01,94.41,58.95
3.12,91.06,62.0
7.06,97.45,79.78
9.34,59.43,76.5
2.13,66.93,45.76
14.15,77.28,100.0
11.57,93.09,97.86
9.21,77.73,87.34
12.6,88.66,100.0
2.12,61.25,45.03
7.68,66.36,75.72
9.82,87.93,96.01
12.6,62.41,100.0
11.97,70.81,89.81
4.88,66.92,50.92
14.17,70.74,100.0
2.74,86.87,46.34
13.25,71.55,100.0
14.59,79.99,100.0
3.48,59.5,44.98
11.11,91.23,99.3
1.56,71.64,43.28
6.68,84.18,75.73
8.23,87.64,85.6
9.13,64.43,80.65
14.1,94.81,100.0
10.41,82.73,98.14
7.74,74.29,78.07
12.34,63.21,90.24
14.31,97.4,100.0
1.31,88.98,44.24
14.76,64.36,100.0
2.21,70.2,50.96
12.4,91.44,100.0
4.92,86.31,69.32
2.85,89.46,61.7
7.16,74.85,68.91
10.02,87.24,93.34
6.33,72.39,67.08
1.76,64.51,38.31
9.39,83.47,100.0
13.63,98.92,100.0
6.37,68.98,71.34
4.03,75.74,56.05
7.2,85.33,73.21
1.68,79.37,48.58
12.49,92.95,100.0
12.57,89.28,100.0
9.23,57.62,82.78
5.94,99.93,94.41
12.2,88.86,100.0
8.77,93.88,87.45
12.56,84.3,100.0
9.84,93.53,94.64
11.98,60.06,94.57
9.38,70.65,75.74
6.8,94.44,93.05
14.41,64.07,100.0
8.58,58.52,63.72
9.47,90.47,89.04
4.09,92.6,70.81
9.76,62.32,85.84
9.0,93.45,85.37
3.59,85.9,64.46
1.83,78.4,38.64
9.46,92.36,93.04
11.69,73.87,100.0
8.33,63.73,70.75
4.17,67.82,47.25
10.33,77.73,91.25
2.12,78.91,47.04
7.19,91.25,84.7
3.29,90.61,57.31
3.58,81.16,54.63
3.83,90.14,54.12
6.41,63.63,64.73
1.72,57.25,36.4
6.57,94.31,74.06
8.16,58.4,70.99
7.77,66.1,77.02
6.36,86.29,73.86
12.75,73.43,100.0
3.03,94.43,63.76
8.08,68.41,68.58
1.87,55.53,47.39
2.0,68.53,41.89
9.03,81.01,88.96
8.92,71.92,84.43
13.29,79.07,100.0
8.81,94.45,94.31
14.44,96.06,100.0
1.68,66.97,34.8
2.37,75.8,48.1
1.62,79.71,44.88
3.59,97.71,64.52
8.58,99.94,86.34
10.04,65.59,88.62
1.64,87.71,60.06
14.24,72.01,100.0
12.79,55.36,97.99
5.15,55.42,51.75
2.08,75.73,45.08
3.38,76.98,51.49
2.78,56.02,45.11
2.73,85.91,57.72
8.26,68.23,75.03
4.44,80.2,68.78
6.01,68.54,66.37
14.85,62.52,100.0
10.58,73.32,86.16
14.29,65.45,100.0
3.0,79.07,59.72
6.35,63.95,66.48
8.77,77.88,92.25
2.07,62.08,49.59
1.06,85.19,50.1
10.39,88.93,92.2
9.99,59.97,73.36
6.75,76.05,69.84
7.86,58.19,72.14
6.82,81.92,84.17
1.34,66.9,42.22
5.7,78.74,73.69
3.48,78.29,55.31
2.38,96.6,63.3
14.39,79.71,100.0
9.39,81.23,77.67
11.2,73.07,90.48
5.42,97.71,80.68
6.5,89.97,78.88
4.32,67.84,49.52
2.36,92.99,46.13
3.51,74.46,52.93
12.17,92.29,100.0
10.49,92.03,94.02
8.66,63.5,75.75
7.65,86.55,84.06
13.91,68.08,100.0
2.02,68.39,32.51
4.93,68.34,52.24
5.9,87.65,71.8
11.95,65.34,95.3
14.9,55.04,100.0
4.37,87.19,67.8
13.24,62.7,95.64
12.63,59.7,91.36
4.15,65.69,49.93
6.59,72.1,72.84
6.74,76.42,67.28
14.7,57.01,100.0
3.53,98.68,68.04
12.19,87.22,100.0
5.68,69.54,59.88
11.23,69.34,84.05
6.88,75.18,68.75
9.1,83.18,85.43
12.66,61.59,82.23
12.26,63.5,92.06
13.13,93.67,100.0
1.83,66.53,45.28
10.69,72.11,87.02
2.96,94.21,62.14
6.82,84.84,73.75
8.68,70.38,79.33
6.64,85.77,83.78
8.27,55.89,74.16
14.95,88.1,100.0
2.89,76.92,50.46
10.46,91.59,100.0
6.54,97.96,73.27
2.86,96.66,61.38
3.22,95.92,66.99
14.29,78.05,100.0
13.31,71.21,100.0
13.7,75.93,100.0
14.88,86.05,100.0
3.92,94.78,69.66
5.98,64.31,57.27
10.37,96.32,95.78
7.77,91.68,85.02
6.86,99.05,84.68
6.01,94.61,68.22
9.31,67.6,82.64
9.06,59.77,79.04
3.26,60.05,45.94
7.6,68.11,83.95
8.75,82.64,81.65
8.98,91.19,88.71
3.94,95.47,65.47
11.39,83.07,98.11
1.35,55.25,32.75
5.97,63.38,54.5
11.92,59.49,86.63
8.89,71.35,79.66
4.66,77.56,68.2
10.73,56.95,93.13
8.94,70.68,86.74
12.15,63.06,88.39
11.29,84.12,95.03
9.54,75.89,84.86
7.83,77.29,86.74
2.86,74.25,50.62
4.66,98.02,65.67
6.87,64.66,64.16
9.39,78.25,89.86
8.19,88.12,88.47
5.03,80.06,64.2
1.09,96.81,57.27
7.95,72.01,64.38
5.0,75.87,63.45
11.28,58.98,90.22
1.34,82.4,43.71
9.19,67.97,75.74
14.18,62.21,92.68
3.44,79.5,64.91
7.6,78.95,73.89
2.28,58.41,41.81
9.76,86.42,95.03
8.71,83.07,92.63
6.7,63.51,64.5
8.3,76.12,76.86
13.55,87.41,100.0
3.75,78.82,64.57
1.32,72.8,42.13
13.06,69.51,95.29
9.08,82.47,78.93
13.47,97.26,100.0
9.36,85.23,93.72
12.34,58.36,89.29
7.02,75.73,69.9
11.5,95.09,100.0
13.78,59.25,98.96
9.01,99.5,93.6
3.53,97.71,65.14
4.76,58.52,59.82
3.78,97.0,75.1
4.46,71.34,49.9
5.29,93.01,74.59
8.77,73.83,76.89
9.23,74.84,82.34
6.97,83.54,78.17
9.62,89.85,91.94
2.14,56.52,40.12
2.23,81.69,55.36
3.41,63.4,50.2
8.25,70.57,73.32
4.0,70.66,52.16
4.97,76.11,55.69
6.6,70.04,63.77
12.37,59.83,100.0
1.19,61.55,32.79
10.09,56.5,72.74
10.36,76.16,91.5
12.18,97.95,100.0
14.06,60.21,99.42
1.28,97.58,62.25
3.15,88.0,62.51
13.41,83.69,100.0
7.42,84.04,76.99
8.9,92.2,88.11
10.28,59.81,85.69
10.51,77.71,89.85
14.04,86.37,100.0
14.96,81.41,100.0
11.08,92.48,93.96
5.02,58.25,65.15
13.32,86.08,100.0
1.69,79.03,47.15
4.24,72.06,58.5
13.56,70.31,100.0
4.59,82.94,62.95
4.09,95.09,70.1
2.93,77.33,60.96
13.03,92.11,100.0
8.0,73.1,83.95
10.45,59.61,76.81
4.35,57.77,52.21
11.61,57.31,87.49
11.64,72.11,96.01
5.38,70.18,68.85
6.75,87.31,76.3
3.94,88.43,61.86
14.67,57.29,100.0
10.04,64.95,73.78
14.08,67.34,100.0
5.25,79.64,65.39
11.95,61.5,85.88
11.72,61.03,94.41
10.68,97.47,96.84
14.52,91.19,100.0
6.51,63.13,65.58
2.83,73.3,57.57
10.4,71.0,87.47
11.21,90.6,100.0
9.05,77.96,87.74
3.9,60.75,50.47
8.06,88.25,78.99
5.37,72.86,56.11
6.98,66.83,68.87
10.03,71.9,83.4
11.43,77.4,100.0
4.25,70.44,60.21
6.67,65.89,65.39
4.77,72.93,54.52
3.78,55.86,49.39
11.97,89.76,99.63
13.73,62.69,96.2
6.18,56.98,54.51
11.52,84.42,99.11
13.56,89.83,100.0
12.85,91.62,100.0
3.56,77.21,54.18
14.39,64.24,96.43
6.27,88.18,78.22
5.75,86.49,68.09
1.87,66.08,43.0
7.81,95.65,85.09
2.53,59.7,46.67
4.48,99.22,71.22
5.44,93.71,73.75
12.32,85.96,100.0
13.26,97.24,100.0
5.23,87.5,74.37
13.02,63.57,96.45
13.0,74.9,100.0
11.71,58.22,85.01
3.05,72.53,46.79
10.66,88.37,94.74
14.23,72.39,100.0
10.56,69.86,90.98
5.64,81.79,63.75
8.01,94.25,93.83
10.04,57.14,82.53
8.15,72.35,77.02
2.68,62.12,44.46
5.37,86.29,67.2
12.23,59.76,92.4
13.06,84.92,100.0
2.92,67.88,45.03
14.33,63.95,95.98
5.6,97.14,80.1
10.27,55.83,80.9
11.53,74.7,89.38
12.37,55.97,86.16
14.24,76.76,100.0
5.38,77.55,62.06
13.02,69.47,98.21
2.84,60.95,43.36
10.87,71.94,87.07
11.39,85.25,95.77
10.49,90.21,96.4
4.53,78.88,62.94
13.22,81.54,100.0
3.36,64.03,54.63
1.75,67.93,45.26
11.04,62.29,78.41
7.66,66.22,74.01
12.89,65.12,100.0
6.37,78.38,68.85
3.36,80.32,49.46
12.71,97.52,100.0
8.68,63.8,75.29
3.65,83.88,54.57
